STREET,CURRENT_LAND_VALUE_2024,CURRENT_LAND_VALUE_2023,CURRENT_LAND_VALUE_2022,CURRENT_LAND_VALUE_2021,CURRENT_LAND_VALUE_2020,CURRENT_IMPROVEMENT_VALUE_2024,CURRENT_IMPROVEMENT_VALUE_2023,CURRENT_IMPROVEMENT_VALUE_2022,CURRENT_IMPROVEMENT_VALUE_2021,CURRENT_IMPROVEMENT_VALUE_2020
201A ST,650000,655000,589000,403000,400000.0,178000.0,179000.0,238000,163000,164000
201A ST,630000,636000,569000,382000,378000.0,171000.0,173000.0,234000,157000,157000
201A ST,631000,632000,565000,388000,385000.0,176000.0,177000.0,233000,160000,161000
201A ST,632000,631000,564000,387000,384000.0,177000.0,177000.0,233000,160000,161000
201A ST,617000,614000,547000,369000,365000.0,171000.0,170000.0,228000,154000,154000
201A ST,636000,635000,568000,393000,390000.0,179000.0,178000.0,234000,162000,163000
201A ST,631000,634000,567000,390000,387000.0,177000.0,178000.0,234000,161000,162000
201A ST,617000,616000,547000,369000,366000.0,171000.0,171000.0,228000,154000,155000
201A ST,631000,631000,564000,387000,383000.0,176000.0,176000.0,233000,160000,160000
201A ST,631000,631000,565000,388000,385000.0,176000.0,176000.0,233000,160000,161000
201A ST,596000,593000,524000,345000,341000.0,163000.0,162000.0,220000,145000,145000
201A ST,659000,669000,603000,417000,414000.0,177000.0,180000.0,237000,164000,165000
201A ST,539000,535000,483000,412000,404000.0,136000.0,135000.0,142000,121000,121000
201A ST,530000,526000,473000,403000,395000.0,133000.0,132000.0,137000,117000,117000
201A ST,539000,535000,483000,412000,404000.0,136000.0,135000.0,142000,121000,121000
201A ST,594000,590000,535000,466000,457000.0,153000.0,152000.0,157000,137000,137000
201A ST,564000,561000,506000,439000,430000.0,142000.0,141000.0,146000,127000,127000
201A ST,594000,590000,535000,466000,457000.0,153000.0,152000.0,157000,137000,137000
201A ST,559000,555000,501000,434000,425000.0,140000.0,139000.0,144000,125000,125000
201A ST,594000,591000,537000,468000,458000.0,153000.0,152000.0,158000,138000,138000
201A ST,559000,555000,501000,434000,425000.0,140000.0,139000.0,144000,125000,125000
201A ST,593000,590000,535000,466000,456000.0,153000.0,152000.0,157000,137000,137000
201A ST,559000,555000,501000,434000,425000.0,140000.0,139000.0,144000,125000,125000
201A ST,588000,584000,530000,461000,452000.0,151000.0,150000.0,155000,135000,135000
201A ST,559000,558000,502000,433000,425000.0,144000.0,144000.0,148000,128000,128000
201A ST,498000,525000,463000,370000,384000.0,159000.0,167000.0,185000,148000,148000
201A ST,501000,529000,466000,373000,388000.0,160000.0,169000.0,187000,150000,150000
201A ST,502000,530000,466000,373000,387000.0,160000.0,169000.0,186000,149000,149000
201A ST,498000,526000,463000,370000,385000.0,158000.0,167000.0,185000,148000,148000
201A ST,518000,547000,483000,388000,403000.0,168000.0,177000.0,195000,157000,157000
201A ST,507000,535000,472000,378000,393000.0,162000.0,171000.0,190000,152000,152000
201A ST,500000,528000,465000,372000,387000.0,159000.0,168000.0,186000,149000,149000
201A ST,500000,528000,465000,372000,387000.0,159000.0,168000.0,186000,149000,149000
201A ST,500000,528000,465000,372000,387000.0,159000.0,168000.0,186000,149000,149000
201A ST,500000,528000,465000,372000,387000.0,159000.0,168000.0,186000,149000,149000
201A ST,543000,575000,510000,411000,427000.0,179000.0,190000.0,210000,169000,169000
201A ST,500000,528000,465000,372000,387000.0,159000.0,168000.0,186000,149000,149000
201A ST,550000,583000,517000,418000,434000.0,184000.0,195000.0,215000,174000,174000
201A ST,527000,540000,473000,378000,392000.0,167000.0,171000.0,189000,151000,151000
201A ST,532000,545000,477000,381000,396000.0,171000.0,175000.0,193000,154000,154000
201A ST,532000,545000,477000,381000,396000.0,171000.0,175000.0,193000,154000,154000
201A ST,544000,559000,489000,392000,407000.0,176000.0,181000.0,198000,159000,159000
201A ST,550000,564000,495000,397000,412000.0,179000.0,184000.0,202000,162000,162000
201A ST,537000,551000,483000,386000,401000.0,173000.0,177000.0,195000,156000,156000
201A ST,529000,543000,475000,380000,395000.0,169000.0,174000.0,191000,153000,153000
201A ST,529000,543000,475000,380000,395000.0,169000.0,174000.0,191000,153000,153000
201A ST,529000,543000,475000,380000,395000.0,169000.0,174000.0,191000,153000,153000
201A ST,529000,543000,475000,380000,395000.0,169000.0,174000.0,191000,153000,153000
201A ST,579000,593000,521000,421000,437000.0,192000.0,197000.0,215000,174000,174000
201A ST,550000,563000,494000,396000,411000.0,179000.0,183000.0,201000,161000,161000
201A ST,612000,623000,551000,447000,464000.0,208000.0,212000.0,233000,189000,189000
201A ST,532000,546000,477000,385000,400000.0,168000.0,173000.0,188000,152000,152000
201A ST,538000,550000,482000,389000,404000.0,171000.0,175000.0,191000,154000,154000
201A ST,538000,550000,482000,389000,404000.0,171000.0,175000.0,191000,154000,154000
201A ST,550000,564000,494000,400000,415000.0,176000.0,181000.0,196000,159000,159000
201A ST,557000,570000,500000,405000,421000.0,180000.0,184000.0,200000,162000,162000
201A ST,543000,556000,488000,394000,409000.0,173000.0,177000.0,193000,156000,156000
201A ST,536000,549000,480000,388000,403000.0,170000.0,174000.0,189000,153000,153000
201A ST,536000,549000,480000,388000,403000.0,170000.0,174000.0,189000,153000,153000
201A ST,536000,549000,480000,388000,403000.0,170000.0,174000.0,189000,153000,153000
201A ST,536000,549000,480000,388000,403000.0,170000.0,174000.0,189000,153000,153000
201A ST,589000,603000,531000,433000,450000.0,194000.0,199000.0,216000,176000,176000
201A ST,558000,570000,500000,405000,421000.0,180000.0,184000.0,200000,162000,162000
201A ST,620000,630000,557000,456000,474000.0,209000.0,212000.0,231000,189000,189000
201A ST,560000,560000,491000,407000,421000.0,195000.0,195000.0,211000,175000,174000
201A ST,526000,537000,471000,386000,401000.0,174000.0,178000.0,193000,158000,158000
201A ST,462000,468000,406000,327000,339000.0,145000.0,147000.0,160000,129000,128000
201A ST,435000,442000,382000,306000,317000.0,133000.0,135000.0,147000,118000,117000
201A ST,528000,531000,463000,382000,396000.0,179000.0,180000.0,195000,161000,160000
201A ST,435000,442000,382000,306000,317000.0,133000.0,135000.0,147000,118000,117000
201A ST,517000,526000,461000,377000,392000.0,170000.0,173000.0,188000,154000,154000
201A ST,435000,442000,382000,306000,317000.0,133000.0,135000.0,147000,118000,117000
201A ST,525000,539000,470000,377000,392000.0,174000.0,179000.0,196000,157000,157000
201A ST,561000,566000,493000,400000,415000.0,195000.0,197000.0,216000,175000,174000
201A ST,526000,541000,471000,378000,392000.0,175000.0,180000.0,197000,158000,157000
201A ST,554000,560000,493000,410000,425000.0,185000.0,187000.0,202000,168000,167000
201A ST,533000,542000,476000,394000,409000.0,175000.0,178000.0,191000,158000,158000
201A ST,459000,469000,408000,331000,343000.0,140000.0,143000.0,154000,125000,124000
201A ST,439000,446000,386000,312000,323000.0,133000.0,135000.0,146000,118000,117000
201A ST,522000,531000,465000,385000,400000.0,170000.0,173000.0,186000,154000,154000
201A ST,439000,446000,386000,312000,323000.0,133000.0,135000.0,146000,118000,117000
201A ST,524000,531000,466000,385000,400000.0,171000.0,173000.0,186000,154000,154000
201A ST,439000,446000,386000,312000,323000.0,133000.0,135000.0,146000,118000,117000
201A ST,524000,531000,466000,385000,400000.0,171000.0,173000.0,186000,154000,154000
201A ST,551000,555000,487000,404000,420000.0,185000.0,186000.0,200000,166000,166000
201A ST,524000,533000,466000,386000,400000.0,171000.0,174000.0,187000,155000,154000
201A ST,555000,564000,497000,416000,432000.0,182000.0,185000.0,197000,165000,165000
201A ST,539000,548000,481000,402000,417000.0,175000.0,178000.0,189000,158000,158000
201A ST,455000,462000,400000,327000,340000.0,137000.0,139000.0,148000,121000,121000
201A ST,464000,474000,412000,337000,349000.0,140000.0,143000.0,153000,125000,124000
201A ST,444000,451000,390000,318000,329000.0,133000.0,135000.0,145000,118000,117000
201A ST,529000,536000,470000,392000,407000.0,171000.0,173000.0,185000,154000,154000
201A ST,444000,451000,390000,318000,329000.0,133000.0,135000.0,145000,118000,117000
201A ST,530000,537000,471000,392000,408000.0,171000.0,173000.0,185000,154000,154000
201A ST,444000,451000,390000,318000,329000.0,133000.0,135000.0,145000,118000,117000
201A ST,530000,537000,471000,392000,408000.0,171000.0,173000.0,185000,154000,154000
201A ST,557000,560000,492000,412000,429000.0,185000.0,186000.0,198000,166000,166000
201A ST,530000,538000,471000,394000,408000.0,171000.0,174000.0,185000,155000,154000
201A ST,530000,540000,421000,388000,381000.0,192000.0,196000.0,170000,157000,156000
201A ST,390000,392000,309000,260800,256200.0,107000.0,108000.0,103000,86800,86200
201A ST,389000,390000,308000,260400,254800.0,107000.0,107000.0,102000,86400,85800
201A ST,389000,390000,308000,260600,255000.0,107000.0,107000.0,102000,86600,86000
201A ST,462000,467000,366000,337000,330000.0,162000.0,164000.0,142000,131000,130000
201A ST,461000,467000,366000,337000,330000.0,162000.0,164000.0,142000,131000,130000
201A ST,461000,466000,365000,336000,329000.0,162000.0,164000.0,141000,130000,129000
201A ST,462000,467000,366000,337000,330000.0,162000.0,164000.0,142000,131000,130000
201A ST,389000,390000,308000,260400,254800.0,107000.0,107000.0,102000,86400,85800
201A ST,389000,390000,308000,260400,254800.0,107000.0,107000.0,102000,86400,85800
201A ST,389000,390000,308000,260600,255000.0,107000.0,107000.0,102000,86600,86000
201A ST,529000,540000,421000,388000,379000.0,192000.0,196000.0,170000,157000,155000
201A ST,538000,549000,429000,395000,388000.0,197000.0,201000.0,175000,161000,160000
201A ST,461000,466000,365000,336000,329000.0,162000.0,164000.0,141000,130000,129000
201A ST,462000,467000,366000,337000,330000.0,162000.0,164000.0,142000,131000,130000
201A ST,462000,467000,366000,337000,330000.0,162000.0,164000.0,142000,131000,130000
201A ST,469000,476000,377000,325000,318000.0,143000.0,145000.0,136000,117000,116000
201A ST,472000,480000,380000,327000,321000.0,144000.0,147000.0,137000,118000,117000
201A ST,462000,467000,366000,337000,330000.0,162000.0,164000.0,142000,131000,130000
201A ST,462000,467000,366000,337000,330000.0,162000.0,164000.0,142000,131000,130000
201A ST,541000,552000,430000,402000,394000.0,197000.0,201000.0,172000,161000,160000
201A ST,391000,393000,310000,265300,259700.0,107000.0,108000.0,102000,87300,86700
201A ST,391000,393000,310000,265300,259700.0,107000.0,108000.0,102000,87300,86700
201A ST,393000,394000,312000,265700,261100.0,108000.0,108000.0,103000,87700,87100
201A ST,474000,480000,377000,351000,344000.0,167000.0,169000.0,145000,135000,134000
201A ST,471000,476000,374000,348000,341000.0,165000.0,167000.0,144000,134000,133000
201A ST,471000,476000,374000,348000,341000.0,165000.0,167000.0,144000,134000,133000
201A ST,474000,480000,377000,351000,344000.0,167000.0,169000.0,145000,135000,134000
201A ST,393000,394000,312000,265700,261100.0,108000.0,108000.0,103000,87700,87100
201A ST,393000,394000,311000,265500,259900.0,108000.0,108000.0,102000,87500,86900
201A ST,393000,394000,312000,265700,261100.0,108000.0,108000.0,103000,87700,87100
201A ST,541000,550000,430000,402000,394000.0,197000.0,200000.0,172000,161000,160000
201A ST,549000,559000,437000,409000,401000.0,201000.0,205000.0,176000,165000,164000
201A ST,474000,480000,377000,351000,344000.0,167000.0,169000.0,145000,135000,134000
201A ST,472000,477000,375000,349000,342000.0,166000.0,168000.0,144000,134000,133000
201A ST,471000,476000,374000,348000,342000.0,165000.0,167000.0,144000,134000,133000
201A ST,485000,493000,391000,341000,334000.0,149000.0,151000.0,140000,122000,121000
201A ST,472000,478000,376000,350000,343000.0,166000.0,168000.0,145000,135000,134000
201A ST,472000,476000,375000,349000,342000.0,166000.0,167000.0,144000,134000,133000
201A ST,473000,478000,376000,350000,343000.0,166000.0,168000.0,145000,135000,134000
201A ST,547000,558000,436000,408000,400000.0,200000.0,204000.0,175000,164000,163000
201A ST,547000,555000,434000,409000,402000.0,197000.0,200000.0,171000,161000,160000
201A ST,397000,398000,315000,270900,265300.0,108000.0,108000.0,102000,87900,87300
201A ST,395000,397000,313000,269300,263700.0,107000.0,108000.0,101000,87300,86700
201A ST,395000,397000,313000,269300,263700.0,107000.0,108000.0,101000,87300,86700
201A ST,479000,484000,380000,358000,351000.0,167000.0,169000.0,143000,135000,134000
201A ST,477000,481000,379000,355000,348000.0,166000.0,167000.0,143000,134000,133000
201A ST,477000,481000,378000,355000,348000.0,166000.0,167000.0,143000,134000,133000
201A ST,479000,483000,379000,357000,350000.0,167000.0,168000.0,143000,135000,134000
201A ST,397000,398000,315000,270900,265300.0,108000.0,108000.0,102000,87900,87300
201A ST,395000,397000,314000,269500,264900.0,107000.0,108000.0,102000,87500,86900
201A ST,396000,398000,314000,269700,265100.0,108000.0,108000.0,102000,87700,87100
201A ST,547000,557000,436000,411000,403000.0,197000.0,201000.0,172000,162000,161000
201A ST,562000,572000,448000,423000,415000.0,205000.0,209000.0,178000,168000,167000
201A ST,479000,484000,381000,357000,350000.0,167000.0,169000.0,144000,135000,134000
201A ST,476000,480000,377000,355000,348000.0,165000.0,167000.0,142000,134000,133000
201A ST,506000,518000,406000,377000,369000.0,163000.0,167000.0,143000,133000,132000
201A ST,488000,495000,394000,346000,339000.0,148000.0,150000.0,139000,122000,121000
201A ST,489000,497000,395000,347000,340000.0,148000.0,151000.0,139000,122000,121000
201A ST,477000,482000,378000,356000,349000.0,166000.0,168000.0,142000,134000,133000
201A ST,477000,481000,377000,355000,348000.0,166000.0,167000.0,142000,134000,133000
201A ST,479000,483000,379000,357000,350000.0,167000.0,168000.0,143000,135000,134000
201A ST,558000,567000,444000,419000,411000.0,203000.0,206000.0,176000,166000,165000
201A ST,553000,561000,440000,419000,410000.0,197000.0,200000.0,170000,162000,160000
201A ST,399000,402000,317000,274700,269100.0,107000.0,108000.0,101000,87700,87100
201A ST,398000,399000,317000,273100,267500.0,107000.0,107000.0,101000,87100,86500
201A ST,398000,401000,317000,273300,268700.0,107000.0,108000.0,101000,87300,86700
201A ST,484000,489000,385000,364000,357000.0,167000.0,169000.0,143000,135000,134000
201A ST,482000,485000,382000,362000,355000.0,166000.0,167000.0,141000,134000,133000
201A ST,482000,485000,382000,362000,355000.0,166000.0,167000.0,141000,134000,133000
201A ST,485000,489000,385000,366000,358000.0,168000.0,169000.0,143000,136000,135000
201A ST,399000,402000,317000,274700,269100.0,107000.0,108000.0,101000,87700,87100
201A ST,399000,402000,317000,274700,269100.0,107000.0,108000.0,101000,87700,87100
201A ST,399000,402000,317000,274700,269100.0,107000.0,108000.0,101000,87700,87100
201A ST,556000,564000,442000,421000,412000.0,199000.0,202000.0,171000,163000,161000
201A ST,560000,569000,446000,425000,417000.0,201000.0,204000.0,173000,165000,164000
201A ST,484000,489000,384000,364000,357000.0,167000.0,169000.0,142000,135000,134000
201A ST,482000,485000,382000,362000,355000.0,166000.0,167000.0,141000,134000,133000
201A ST,482000,485000,382000,362000,355000.0,166000.0,167000.0,141000,134000,133000
201A ST,492000,500000,397000,351000,345000.0,148000.0,150000.0,137000,121000,121000
201A ST,493000,500000,398000,352000,345000.0,148000.0,150000.0,138000,122000,121000
201A ST,482000,485000,382000,362000,355000.0,166000.0,167000.0,141000,134000,133000
201A ST,480000,484000,381000,360000,353000.0,165000.0,166000.0,141000,133000,132000
201A ST,484000,489000,384000,364000,357000.0,167000.0,169000.0,142000,135000,134000
201A ST,560000,568000,444000,423000,415000.0,201000.0,204000.0,172000,164000,163000
201A ST,542000,554000,432000,399000,391000.0,199000.0,203000.0,176000,163000,162000
201A ST,458000,461000,362000,333000,326000.0,160000.0,161000.0,140000,129000,128000
201A ST,458000,461000,362000,333000,326000.0,160000.0,161000.0,140000,129000,128000
201A ST,461000,465000,365000,335000,329000.0,162000.0,163000.0,142000,130000,129000
201A ST,461000,465000,365000,335000,329000.0,162000.0,163000.0,142000,130000,129000
201A ST,440000,442000,346000,317000,311000.0,150000.0,151000.0,131000,120000,120000
201A ST,439000,442000,346000,317000,311000.0,150000.0,151000.0,131000,120000,120000
201A ST,461000,467000,365000,336000,329000.0,162000.0,164000.0,141000,130000,129000
201A ST,461000,467000,365000,336000,329000.0,162000.0,164000.0,141000,130000,129000
201A ST,461000,467000,365000,336000,329000.0,162000.0,164000.0,141000,130000,129000
201A ST,459000,466000,369000,317000,311000.0,138000.0,140000.0,131000,113000,112000
201A ST,461000,467000,365000,336000,329000.0,162000.0,164000.0,141000,130000,129000
201A ST,461000,467000,365000,336000,329000.0,162000.0,164000.0,141000,130000,129000
201A ST,461000,467000,365000,336000,329000.0,162000.0,164000.0,141000,130000,129000
201A ST,533000,544000,424000,390000,383000.0,194000.0,198000.0,172000,158000,157000
201A ST,501000,506000,396000,368000,360000.0,179000.0,181000.0,155000,144000,143000
201A ST,461000,467000,365000,336000,329000.0,162000.0,164000.0,141000,130000,129000
201A ST,461000,467000,365000,336000,329000.0,162000.0,164000.0,141000,130000,129000
201A ST,461000,467000,365000,336000,329000.0,162000.0,164000.0,141000,130000,129000
201A ST,467000,472000,370000,341000,334000.0,165000.0,167000.0,144000,133000,132000
201A ST,646000,667000,530000,475000,466000.0,236000.0,243000.0,221000,198000,197000
201A ST,459000,464000,364000,335000,328000.0,161000.0,162000.0,141000,130000,129000
201A ST,495000,502000,397000,344000,337000.0,151000.0,153000.0,142000,123000,122000
201A ST,552000,563000,440000,413000,404000.0,203000.0,207000.0,178000,167000,165000
201A ST,471000,476000,374000,348000,341000.0,165000.0,167000.0,144000,134000,133000
201A ST,471000,476000,374000,348000,341000.0,165000.0,167000.0,144000,134000,133000
201A ST,472000,476000,375000,349000,342000.0,166000.0,167000.0,144000,134000,133000
201A ST,472000,477000,375000,349000,342000.0,166000.0,168000.0,144000,134000,133000
201A ST,465000,469000,368000,343000,336000.0,162000.0,163000.0,140000,131000,130000
201A ST,565000,577000,451000,423000,415000.0,210000.0,214000.0,183000,172000,171000
201A ST,453000,456000,358000,332000,325000.0,156000.0,157000.0,135000,125000,124000
201A ST,474000,478000,376000,350000,343000.0,167000.0,168000.0,145000,135000,134000
201A ST,474000,478000,376000,350000,343000.0,167000.0,168000.0,145000,135000,134000
201A ST,471000,476000,374000,348000,341000.0,165000.0,167000.0,144000,134000,133000
201A ST,470000,477000,379000,328000,322000.0,142000.0,144000.0,134000,116000,115000
201A ST,474000,478000,376000,350000,343000.0,167000.0,168000.0,145000,135000,134000
201A ST,473000,478000,376000,350000,343000.0,166000.0,168000.0,145000,135000,134000
201A ST,471000,476000,374000,348000,341000.0,165000.0,167000.0,144000,134000,133000
201A ST,543000,552000,432000,404000,396000.0,198000.0,201000.0,173000,162000,161000
201A ST,506000,511000,400000,377000,370000.0,180000.0,182000.0,155000,146000,145000
201A ST,474000,479000,376000,350000,343000.0,167000.0,169000.0,145000,135000,134000
201A ST,474000,479000,376000,350000,343000.0,167000.0,169000.0,145000,135000,134000
201A ST,471000,476000,374000,348000,342000.0,165000.0,167000.0,144000,134000,133000
201A ST,471000,476000,374000,348000,342000.0,165000.0,167000.0,144000,134000,133000
201A ST,508000,518000,407000,382000,374000.0,186000.0,190000.0,162000,152000,151000
201A ST,652000,673000,535000,486000,475000.0,236000.0,244000.0,219000,199000,197000
201A ST,473000,478000,376000,350000,343000.0,166000.0,168000.0,145000,135000,134000
201A ST,510000,517000,409000,359000,352000.0,157000.0,159000.0,146000,128000,127000
201A ST,560000,571000,446000,421000,413000.0,204000.0,208000.0,177000,167000,166000
201A ST,475000,480000,377000,354000,348000.0,165000.0,167000.0,142000,133000,133000
201A ST,477000,481000,377000,355000,348000.0,166000.0,167000.0,142000,134000,133000
201A ST,477000,481000,377000,355000,348000.0,166000.0,167000.0,142000,134000,133000
201A ST,477000,481000,378000,355000,348000.0,166000.0,167000.0,143000,134000,133000
201A ST,470000,474000,373000,349000,343000.0,162000.0,164000.0,140000,131000,130000
201A ST,571000,583000,456000,432000,424000.0,210000.0,215000.0,183000,173000,172000
201A ST,458000,461000,362000,338000,332000.0,156000.0,157000.0,134000,125000,125000
201A ST,479000,483000,379000,357000,350000.0,167000.0,168000.0,143000,135000,134000
201A ST,479000,483000,379000,357000,350000.0,167000.0,168000.0,143000,135000,134000
201A ST,476000,480000,377000,355000,348000.0,165000.0,167000.0,142000,134000,133000
201A ST,475000,482000,382000,334000,327000.0,142000.0,144000.0,133000,116000,115000
201A ST,477000,482000,379000,357000,350000.0,166000.0,168000.0,143000,135000,134000
201A ST,479000,483000,379000,357000,350000.0,167000.0,168000.0,143000,135000,134000
201A ST,476000,480000,377000,355000,348000.0,165000.0,167000.0,142000,134000,133000
201A ST,549000,559000,437000,412000,404000.0,198000.0,202000.0,172000,162000,161000
201A ST,513000,516000,405000,384000,377000.0,181000.0,182000.0,154000,146000,145000
201A ST,479000,483000,379000,357000,350000.0,167000.0,168000.0,143000,135000,134000
201A ST,479000,483000,379000,357000,350000.0,167000.0,168000.0,143000,135000,134000
201A ST,477000,481000,377000,355000,348000.0,166000.0,167000.0,142000,134000,133000
201A ST,477000,481000,377000,355000,348000.0,166000.0,167000.0,142000,134000,133000
201A ST,513000,523000,412000,389000,382000.0,186000.0,190000.0,161000,152000,151000
201A ST,658000,676000,538000,493000,483000.0,236000.0,242000.0,216000,198000,196000
201A ST,477000,482000,379000,357000,350000.0,166000.0,168000.0,143000,135000,134000
201A ST,515000,522000,413000,365000,358000.0,157000.0,159000.0,145000,128000,127000
201A ST,564000,574000,449000,428000,419000.0,203000.0,207000.0,174000,166000,165000
201A ST,480000,484000,381000,360000,354000.0,165000.0,166000.0,141000,133000,133000
201A ST,482000,485000,381000,362000,355000.0,166000.0,167000.0,141000,134000,133000
201A ST,482000,485000,381000,362000,355000.0,166000.0,167000.0,141000,134000,133000
201A ST,482000,485000,381000,362000,355000.0,166000.0,167000.0,141000,134000,133000
201A ST,475000,478000,376000,356000,349000.0,162000.0,163000.0,138000,131000,130000
201A ST,577000,588000,460000,440000,431000.0,210000.0,214000.0,181000,173000,171000
201A ST,463000,464000,366000,344000,338000.0,156000.0,156000.0,133000,125000,125000
201A ST,484000,487000,383000,364000,356000.0,167000.0,168000.0,142000,135000,134000
201A ST,484000,487000,383000,364000,356000.0,167000.0,168000.0,142000,135000,134000
201A ST,481000,485000,381000,362000,354000.0,165000.0,167000.0,141000,134000,133000
201A ST,479000,486000,385000,340000,333000.0,142000.0,144000.0,131000,116000,115000
201A ST,484000,487000,383000,364000,356000.0,167000.0,168000.0,142000,135000,134000
201A ST,484000,487000,383000,364000,356000.0,167000.0,168000.0,142000,135000,134000
201A ST,481000,485000,381000,362000,354000.0,165000.0,167000.0,141000,134000,133000
201A ST,555000,564000,441000,420000,412000.0,198000.0,202000.0,170000,162000,161000
201A ST,518000,521000,408000,391000,384000.0,181000.0,182000.0,152000,146000,145000
201A ST,484000,487000,383000,364000,357000.0,167000.0,168000.0,142000,135000,134000
201A ST,484000,487000,383000,364000,357000.0,167000.0,168000.0,142000,135000,134000
201A ST,482000,485000,381000,362000,355000.0,166000.0,167000.0,141000,134000,133000
201A ST,482000,485000,381000,362000,355000.0,166000.0,167000.0,141000,134000,133000
201A ST,520000,528000,416000,397000,389000.0,187000.0,190000.0,159000,152000,151000
201A ST,677000,700000,556000,505000,495000.0,236000.0,244000.0,219000,199000,197000
201A ST,484000,489000,385000,364000,357000.0,167000.0,169000.0,143000,135000,134000
201A ST,520000,527000,418000,373000,366000.0,157000.0,159000.0,144000,129000,128000
203 ST,850000,856000,768000,577000,504300.0,166000.0,153000.0,141000,104000,87300
203 ST,844000,850000,763000,574000,502000.0,160000.0,147000.0,136000,101000,85000
203 ST,1010000,1024000,867000,743000,737000.0,141000.0,143000.0,154000,132000,136000
203 ST,981000,995000,841000,711000,706000.0,135000.0,137000.0,149000,126000,130000
203 ST,978000,992000,838000,709000,704000.0,135000.0,137000.0,149000,126000,130000
203 ST,955000,968000,812000,692000,688000.0,136000.0,138000.0,148000,126000,130000
203 ST,1005000,1019000,862000,738000,733000.0,141000.0,143000.0,154000,132000,136000
203 ST,1002000,1016000,859000,735000,730000.0,141000.0,143000.0,154000,132000,136000
203 ST,1011000,1025000,867000,743000,738000.0,141000.0,143000.0,154000,132000,136000
203 ST,846700,872100,733400,600500,596000.0,11700.0,12100.0,10400,8500,8000
203 ST,802000,821000,686000,556300,553000.0,107000.0,109000.0,122000,99300,102000
203 ST,802000,821000,686000,556300,553000.0,107000.0,109000.0,122000,99300,102000
203 ST,813000,837000,702000,564300,560000.0,105000.0,109000.0,123000,99300,102000
203 ST,879000,894000,750000,605000,601000.0,114000.0,116000.0,131000,106000,109000
203 ST,925000,938000,785000,665000,659000.0,129000.0,131000.0,141000,120000,123000
203 ST,878000,893000,750000,605000,600000.0,114000.0,116000.0,131000,106000,109000
203 ST,841000,856000,716000,566300,562000.0,107000.0,109000.0,125000,99300,102000
203 ST,811000,832000,695000,567300,563000.0,106000.0,109000.0,121000,99300,102000
203 ST,803000,822000,687000,557300,553000.0,107000.0,109000.0,122000,99300,102000
203 ST,903000,918000,771000,631000,626000.0,119000.0,121000.0,135000,111000,114000
203 ST,978000,993000,839000,709000,704000.0,135000.0,137000.0,149000,126000,130000
203 ST,734100,752400,625000,487900,484200.0,91100.0,93400.0,107000,83900,86200
203 ST,839000,855000,715000,565300,561000.0,107000.0,109000.0,125000,99300,102000
203 ST,798000,818000,682000,553300,549000.0,107000.0,109000.0,122000,99300,102000
203 ST,724700,741700,614000,475900,472200.0,91700.0,93700.0,108000,83900,86200
203 ST,845000,861000,720000,570300,566000.0,107000.0,109000.0,125000,99300,102000
203 ST,971000,1009000,866000,750000,775000.0,131000.0,136000.0,142000,123000,126000
203 ST,945000,974000,815000,692000,745000.0,132000.0,136000.0,140000,119000,122000
203 ST,951000,977000,831000,702000,753000.0,126000.0,129000.0,138000,117000,119000
203 ST,915000,944000,800000,670000,720000.0,119000.0,123000.0,131000,110000,113000
203 ST,875000,898000,755000,632000,680000.0,128000.0,131000.0,137000,115000,117000
203 ST,902000,926000,780000,653000,702000.0,123000.0,127000.0,133000,112000,114000
203 ST,951000,977000,831000,700000,752000.0,131000.0,135000.0,142000,120000,122000
203 ST,918000,948000,805000,666000,716000.0,119000.0,123000.0,133000,110000,113000
203 ST,911000,930000,784000,660000,710000.0,135000.0,138000.0,141000,119000,121000
203 ST,875000,898000,755000,632000,680000.0,131000.0,135000.0,139000,117000,119000
203 ST,890000,919000,777000,643000,690000.0,130000.0,134000.0,141000,117000,119000
203 ST,1050000,1081000,925000,758000,857000.0,151000.0,156000.0,172000,141000,144000
203 ST,1080000,1109000,902000,788000,800000.0,168000.0,172000.0,176000,154000,157000
203 ST,595200,652300,572500,447200,443400.0,43200.0,47300.0,51500,40200,40400
203 ST,754700,781700,697600,499400,495600.0,53700.0,55700.0,67600,48400,48600
203 ST,578500,631500,552300,424200,404300.0,43500.0,47500.0,52300,40200,40300
203 ST,578500,631500,552300,424200,404400.0,43500.0,47500.0,52300,40200,40400
203 ST,586000,641600,557800,460300,456500.0,59000.0,64600.0,65800,54300,54500
203 ST,553800,599400,516400,422200,419400.0,55800.0,60400.0,61400,50200,50400
203 ST,553800,599400,516400,422200,419400.0,55800.0,60400.0,61400,50200,50400
203 ST,553800,599400,516400,422200,419400.0,55800.0,60400.0,61400,50200,50400
203 ST,553800,599400,516400,422200,419400.0,55800.0,60400.0,61400,50200,50400
203 ST,586000,641600,557800,460300,456500.0,59000.0,64600.0,65800,54300,54500
203 ST,586100,641600,556900,460400,456500.0,59100.0,64600.0,65900,54400,54500
203 ST,553900,599400,516500,422300,419400.0,55900.0,60400.0,61500,50300,50400
203 ST,553900,599400,516500,422300,419400.0,55900.0,60400.0,61500,50300,50400
203 ST,553900,599400,516500,422300,419400.0,55900.0,60400.0,61500,50300,50400
203 ST,566500,614100,531100,430300,427400.0,55500.0,60100.0,62100,50300,50400
