FOLIO,ADDRESS,2024,2023,2022,2021,2020
038461,206 20200 54A AVE,217000,230000,213000,179000,178000
038466,208 20200 54A AVE,206000,219000,205000,170000,170000
038470,209 20200 54A AVE,195000,206000,192000,159000,159000
038467,210 20200 54A AVE,217000,230000,213000,179000,178000
038468,211 20200 54A AVE,204000,218000,203000,169000,169000
038469,212 20200 54A AVE,217000,230000,213000,179000,178000
038476,301 20200 54A AVE,258000,276000,253000,216000,216000
038475,302 20200 54A AVE,207000,219000,203000,170000,170000
038471,303 20200 54A AVE,196000,206000,191000,159000,159000
038474,304 20200 54A AVE,218000,230000,211000,179000,178000
038473,305 20200 54A AVE,205000,218000,201000,169000,169000
038472,306 20200 54A AVE,218000,230000,211000,179000,178000
038482,307 20200 54A AVE,237000,252000,232000,197000,196000
038477,308 20200 54A AVE,207000,219000,203000,170000,170000
038481,309 20200 54A AVE,195000,206000,190000,159000,159000
038478,310 20200 54A AVE,218000,230000,211000,179000,178000
038479,311 20200 54A AVE,205000,218000,201000,169000,169000
038480,312 20200 54A AVE,218000,230000,211000,179000,178000
038487,402 20200 54A AVE,207000,218000,201000,170000,169000
038483,403 20200 54A AVE,196000,206000,189000,159000,159000
038486,404 20200 54A AVE,218000,230000,209000,179000,178000
038485,405 20200 54A AVE,206000,218000,199000,169000,169000
038484,406 20200 54A AVE,218000,230000,209000,179000,178000
038488,408 20200 54A AVE,207000,219000,201000,170000,169000
038492,409 20200 54A AVE,196000,206000,190000,160000,159000
038489,410 20200 54A AVE,218000,230000,209000,179000,178000
038490,411 20200 54A AVE,206000,218000,199000,169000,169000
038491,412 20200 54A AVE,218000,230000,209000,179000,178000
 ,20200 54A AVE,218000,230000,209000,179000,178000
030731,1 20239 54A AVE,108000,107000,145000,99200,100000
038238,101 20240 54A AVE,202000,204000,203000,171000,171000
038237,103 20240 54A AVE,205000,207000,208000,174000,174000
038236,104 20240 54A AVE,181000,183000,184000,152000,152000
038235,105 20240 54A AVE,202000,204000,203000,171000,171000
038234,106 20240 54A AVE,202000,204000,203000,171000,171000
038233,107 20240 54A AVE,217000,219000,221000,185000,185000
038232,108 20240 54A AVE,205000,208000,210000,175000,175000
038231,109 20240 54A AVE,202000,204000,203000,171000,171000
038248,201 20240 54A AVE,212000,209000,207000,174000,173000
038247,202 20240 54A AVE,190000,187000,188000,155000,155000
038246,203 20240 54A AVE,191000,188000,187000,155000,155000
038245,204 20240 54A AVE,190000,187000,188000,155000,155000
038244,205 20240 54A AVE,212000,209000,207000,174000,173000
038243,206 20240 54A AVE,212000,209000,207000,174000,173000
038242,207 20240 54A AVE,190000,187000,188000,155000,155000
038241,208 20240 54A AVE,191000,188000,188000,156000,155000
038240,209 20240 54A AVE,191000,188000,187000,155000,155000
038239,210 20240 54A AVE,211000,208000,206000,173000,173000
038258,301 20240 54A AVE,211000,208000,203000,173000,173000
038257,302 20240 54A AVE,191000,188000,186000,155000,155000
038256,303 20240 54A AVE,192000,188000,187000,156000,156000
038255,304 20240 54A AVE,190000,187000,185000,155000,155000
038254,305 20240 54A AVE,212000,209000,204000,174000,174000
038253,306 20240 54A AVE,211000,208000,204000,173000,173000
038252,307 20240 54A AVE,191000,188000,186000,155000,155000
038251,308 20240 54A AVE,192000,188000,187000,156000,156000
038250,309 20240 54A AVE,191000,188000,186000,155000,155000
038249,310 20240 54A AVE,210000,207000,203000,173000,173000
 ,20240 54A AVE,210000,207000,203000,173000,173000
030732,2 20241 54A AVE,108000,107000,145000,99200,100000
030733,3 20243 54A AVE,109000,105000,146000,100000,101000
030734,4 20245 54A AVE,109000,105000,146000,100000,101000
037890,20247 54A AVE,169000,158000,148000,112000,94900
037900,20249 54A AVE,169000,158000,148000,111000,94500
037920,20256 54A AVE,10000,160000,149000,108000,91700
037930,20258 54A AVE,10000,138000,129000,101000,86300
,19628 55A AVE,10000,138000,129000,101000,86300
161001,101 19939 55A AVE,195000,199000,169000,151000,150000
161002,102 19939 55A AVE,195000,199000,169000,151000,150000
161003,103 19939 55A AVE,242000,249000,208000,190000,189000
161004,104 19939 55A AVE,248000,255000,217000,195000,194000
161005,105 19939 55A AVE,225000,232000,199000,177000,176000
161006,106 19939 55A AVE,221000,228000,193000,174000,173000
161007,107 19939 55A AVE,170000,174000,148000,132000,131000
161008,108 19939 55A AVE,170000,174000,148000,132000,131000
161009,109 19939 55A AVE,220000,227000,192000,173000,172000
161010,110 19939 55A AVE,221000,227000,192000,173000,172000
161011,111 19939 55A AVE,247000,255000,216000,195000,193000
161012,112 19939 55A AVE,248000,255000,216000,195000,194000
161013,114 19939 55A AVE,194000,198000,168000,150000,149000
161014,115 19939 55A AVE,195000,199000,169000,151000,150000
161015,201 19939 55A AVE,196000,200000,168000,152000,151000
161016,202 19939 55A AVE,196000,200000,168000,152000,151000
161017,203 19939 55A AVE,247000,254000,214000,195000,194000
161018,204 19939 55A AVE,250000,257000,216000,197000,196000
161019,205 19939 55A AVE,221000,227000,190000,173000,172000
161020,206 19939 55A AVE,222000,228000,191000,174000,173000
161021,207 19939 55A AVE,170000,174000,147000,132000,131000
161022,208 19939 55A AVE,170000,174000,147000,132000,131000
161023,209 19939 55A AVE,221000,227000,190000,173000,172000
161024,210 19939 55A AVE,221000,227000,190000,173000,172000
161025,211 19939 55A AVE,247000,254000,214000,195000,194000
161026,212 19939 55A AVE,249000,256000,216000,197000,195000
161027,214 19939 55A AVE,196000,200000,168000,152000,151000
161028,215 19939 55A AVE,196000,200000,168000,152000,151000
161029,216 19939 55A AVE,199000,203000,173000,155000,153000
161030,217 19939 55A AVE,174000,178000,150000,134000,133000
161031,301 19939 55A AVE,196000,200000,167000,152000,151000
161032,302 19939 55A AVE,195000,199000,167000,152000,151000
161033,303 19939 55A AVE,248000,255000,212000,195000,194000
161034,304 19939 55A AVE,250000,257000,214000,197000,196000
161035,305 19939 55A AVE,221000,227000,188000,173000,172000
161036,306 19939 55A AVE,222000,228000,189000,174000,173000
161037,307 19939 55A AVE,170000,174000,146000,132000,131000
161038,308 19939 55A AVE,170000,174000,146000,132000,131000
161039,309 19939 55A AVE,221000,227000,188000,173000,172000
161040,310 19939 55A AVE,221000,227000,188000,173000,172000
161041,311 19939 55A AVE,248000,255000,212000,195000,194000
161042,312 19939 55A AVE,249000,256000,214000,197000,195000
161043,314 19939 55A AVE,195000,199000,167000,152000,151000
161044,315 19939 55A AVE,195000,199000,167000,152000,151000
161045,316 19939 55A AVE,199000,203000,170000,155000,153000
161046,317 19939 55A AVE,174000,178000,149000,134000,133000
161047,401 19939 55A AVE,196000,200000,166000,152000,151000
161048,402 19939 55A AVE,195000,200000,166000,152000,151000
161049,403 19939 55A AVE,248000,255000,210000,195000,194000
161050,404 19939 55A AVE,250000,257000,212000,197000,196000
161051,405 19939 55A AVE,221000,227000,187000,173000,172000
161052,406 19939 55A AVE,222000,228000,188000,174000,173000
161053,407 19939 55A AVE,170000,174000,145000,132000,131000
161054,408 19939 55A AVE,170000,174000,145000,132000,131000
161055,409 19939 55A AVE,221000,227000,187000,173000,172000
161056,410 19939 55A AVE,221000,227000,187000,173000,172000
161057,411 19939 55A AVE,248000,255000,210000,195000,194000
161058,412 19939 55A AVE,249000,256000,212000,197000,195000
161059,414 19939 55A AVE,195000,200000,166000,152000,151000
161060,415 19939 55A AVE,195000,200000,166000,152000,151000
161061,416 19939 55A AVE,199000,203000,169000,155000,153000
161062,417 19939 55A AVE,174000,177000,148000,134000,133000
 ,19939 55A AVE,174000,177000,148000,134000,133000
120139,9 19953 55A AVE,193000,189000,165000,149000,148000
120140,10 19953 55A AVE,193000,190000,167000,149000,149000
120131,101 19953 55A AVE,104000,103000,90500,78500,78000
120132,102 19953 55A AVE,104000,103000,91300,78800,78300
120133,103 19953 55A AVE,104000,103000,91300,78800,78300
120134,104 19953 55A AVE,104000,103000,91300,78800,78300
120135,105 19953 55A AVE,104000,103000,91300,78800,78300
120136,106 19953 55A AVE,104000,103000,91300,78800,78300
120137,107 19953 55A AVE,104000,103000,91500,78900,78400
120138,108 19953 55A AVE,104000,103000,90800,78700,78200
120155,202 19953 55A AVE,192000,188000,162000,147000,146000
120154,204 19953 55A AVE,195000,190000,166000,150000,149000
120141,205 19953 55A AVE,195000,191000,167000,151000,150000
120153,206 19953 55A AVE,197000,192000,168000,152000,151000
120142,207 19953 55A AVE,195000,192000,167000,151000,151000
120152,208 19953 55A AVE,197000,193000,168000,152000,151000
120143,209 19953 55A AVE,198000,194000,169000,153000,152000
120151,210 19953 55A AVE,199000,195000,170000,154000,153000
120144,211 19953 55A AVE,198000,194000,169000,153000,152000
120150,212 19953 55A AVE,199000,195000,170000,154000,153000
120145,213 19953 55A AVE,193000,189000,165000,149000,148000
120149,214 19953 55A AVE,223000,214000,187000,169000,168000
120146,215 19953 55A AVE,208000,203000,175000,160000,160000
120147,216 19953 55A AVE,169000,166000,144000,129000,129000
120148,217 19953 55A AVE,198000,194000,167000,152000,152000
 ,19953 55A AVE,198000,194000,167000,152000,152000
030539,1 20050 55A AVE,123000,128000,126000,102000,102000
030540,2 20050 55A AVE,124000,128000,127000,102000,103000
030541,3 20050 55A AVE,139000,143000,144000,116000,116000
030542,4 20050 55A AVE,126000,130000,130000,104000,104000
030543,5 20050 55A AVE,125000,128000,128000,102000,103000
030544,6 20050 55A AVE,123000,128000,127000,102000,102000
030545,7 20050 55A AVE,101000,102000,101000,81700,81800
030546,8 20050 55A AVE,100000,102000,101000,81400,81500
030547,9 20050 55A AVE,89800,91300,90400,71700,71800
030548,10 20050 55A AVE,103000,105000,103000,83200,83300
030549,11 20050 55A AVE,101000,102000,101000,81700,81800
030550,12 20050 55A AVE,129000,133000,133000,106000,106000
030551,13 20050 55A AVE,125000,128000,128000,102000,103000
030552,14 20050 55A AVE,136000,141000,139000,113000,114000
030553,15 20050 55A AVE,136000,140000,138000,112000,112000
030554,16 20050 55A AVE,136000,140000,137000,112000,112000
030555,17 20050 55A AVE,134000,138000,135000,110000,111000
030556,18 20050 55A AVE,142000,146000,144000,117000,117000
030557,19 20050 55A AVE,129000,132000,131000,106000,106000
030558,20 20050 55A AVE,129000,133000,131000,106000,106000
030559,21 20050 55A AVE,128000,131000,130000,105000,105000
030560,22 20050 55A AVE,104000,105000,104000,83800,83900
030561,23 20050 55A AVE,103000,105000,102000,83200,83300
030562,24 20050 55A AVE,92100,93600,91700,73400,73500
030563,25 20050 55A AVE,103000,105000,102000,83200,83300
030564,26 20050 55A AVE,103000,105000,103000,83200,83300
030565,27 20050 55A AVE,129000,133000,131000,106000,106000
030566,28 20050 55A AVE,129000,133000,131000,106000,106000
030567,29 20050 55A AVE,137000,141000,138000,113000,114000
030568,30 20050 55A AVE,148000,152000,149000,122000,123000
030569,31 20050 55A AVE,158000,162000,156000,130000,131000
030570,32 20050 55A AVE,150000,154000,149000,124000,125000
030571,33 20050 55A AVE,142000,146000,143000,117000,118000
030572,34 20050 55A AVE,129000,133000,130000,106000,106000
030573,35 20050 55A AVE,128000,131000,129000,105000,105000
030574,36 20050 55A AVE,128000,131000,129000,105000,105000
030575,37 20050 55A AVE,103000,105000,102000,83200,83300
030576,38 20050 55A AVE,103000,105000,102000,83200,83300
030577,39 20050 55A AVE,92000,93600,91000,73400,73500
030578,40 20050 55A AVE,103000,105000,102000,83200,83300
030579,41 20050 55A AVE,103000,105000,102000,83200,83300
030580,42 20050 55A AVE,129000,133000,130000,106000,106000
030581,43 20050 55A AVE,129000,133000,130000,106000,106000
030582,44 20050 55A AVE,137000,141000,137000,113000,114000
030583,45 20050 55A AVE,149000,153000,148000,123000,124000
030584,46 20050 55A AVE,153000,158000,158000,129000,130000
030585,47 20050 55A AVE,156000,161000,161000,132000,132000
030586,48 20050 55A AVE,141000,145000,146000,117000,118000
030587,49 20050 55A AVE,128000,131000,133000,106000,106000
030588,50 20050 55A AVE,128000,131000,133000,106000,106000
030589,51 20050 55A AVE,126000,130000,132000,105000,105000
030590,52 20050 55A AVE,101000,104000,104000,83200,83300
030591,53 20050 55A AVE,101000,104000,104000,83200,83300
030592,54 20050 55A AVE,91100,93100,94200,73800,73800
030593,55 20050 55A AVE,101000,103000,104000,82800,82900
030594,56 20050 55A AVE,101000,104000,104000,83200,83300
030595,57 20050 55A AVE,128000,131000,133000,106000,106000
030596,58 20050 55A AVE,128000,131000,133000,106000,106000
030597,59 20050 55A AVE,135000,140000,140000,113000,114000
030598,60 20050 55A AVE,148000,152000,153000,124000,124000
038400,102 20088 55A AVE,239000,257000,239000,202000,202000
038401,103 20088 55A AVE,240000,258000,240000,202000,202000
038402,104 20088 55A AVE,199000,213000,201000,166000,166000
038403,106 20088 55A AVE,240000,258000,241000,203000,203000
038404,107 20088 55A AVE,240000,258000,241000,203000,203000
038405,108 20088 55A AVE,208000,222000,210000,174000,174000
038406,201 20088 55A AVE,221000,230000,217000,179000,178000
038407,202 20088 55A AVE,252000,264000,244000,206000,206000
038408,203 20088 55A AVE,252000,264000,244000,206000,206000
038409,204 20088 55A AVE,205000,215000,201000,166000,166000
038410,205 20088 55A AVE,205000,215000,201000,166000,166000
038411,206 20088 55A AVE,258000,268000,248000,209000,208000
038412,207 20088 55A AVE,258000,268000,248000,209000,208000
038413,208 20088 55A AVE,220000,229000,215000,178000,178000
038414,301 20088 55A AVE,221000,230000,214000,179000,178000
038415,302 20088 55A AVE,252000,263000,241000,206000,206000
038416,303 20088 55A AVE,252000,263000,241000,206000,206000
038417,304 20088 55A AVE,206000,215000,199000,166000,166000
038418,305 20088 55A AVE,206000,215000,199000,166000,166000
038419,306 20088 55A AVE,258000,268000,246000,209000,208000
038420,307 20088 55A AVE,258000,268000,246000,209000,208000
038421,308 20088 55A AVE,221000,229000,213000,178000,178000
038422,401 20088 55A AVE,222000,230000,212000,179000,178000
038423,402 20088 55A AVE,253000,263000,239000,206000,206000
038424,403 20088 55A AVE,276000,280000,255000,217000,217000
038425,404 20088 55A AVE,287000,295000,270000,231000,231000
038426,406 20088 55A AVE,276000,280000,255000,217000,217000
038427,407 20088 55A AVE,259000,267000,243000,209000,208000
038428,408 20088 55A AVE,221000,229000,212000,178000,178000
031961,101 20125 55A AVE,176000,172000,162000,141000,141000
031962,102 20125 55A AVE,173000,170000,165000,141000,140000
031963,103 20125 55A AVE,177000,173000,163000,143000,142000
031964,104 20125 55A AVE,136000,134000,129000,109000,109000
031965,105 20125 55A AVE,136000,135000,131000,110000,110000
031966,106 20125 55A AVE,136000,135000,131000,110000,110000
031967,107 20125 55A AVE,187000,179000,163000,151000,151000
031968,108 20125 55A AVE,202000,195000,174000,161000,160000
031969,109 20125 55A AVE,172000,170000,165000,141000,140000
031970,110 20125 55A AVE,178000,173000,163000,143000,142000
031971,111 20125 55A AVE,180000,175000,166000,145000,144000
031972,112 20125 55A AVE,136000,134000,130000,110000,109000
031973,113 20125 55A AVE,245000,234000,217000,193000,193000
031974,114 20125 55A AVE,219000,214000,201000,179000,178000
031975,201 20125 55A AVE,176000,172000,160000,141000,141000
031976,202 20125 55A AVE,173000,170000,164000,141000,140000
031977,203 20125 55A AVE,178000,173000,162000,143000,142000
031978,204 20125 55A AVE,136000,134000,129000,110000,109000
031979,205 20125 55A AVE,136000,135000,129000,110000,110000
031980,206 20125 55A AVE,136000,135000,129000,110000,110000
031981,207 20125 55A AVE,194000,189000,174000,156000,156000
031982,208 20125 55A AVE,176000,173000,164000,142000,142000
031983,209 20125 55A AVE,175000,172000,165000,142000,142000
031984,210 20125 55A AVE,178000,176000,166000,144000,144000
031985,211 20125 55A AVE,174000,170000,158000,140000,139000
031986,212 20125 55A AVE,139000,138000,132000,112000,112000
031987,213 20125 55A AVE,226000,219000,201000,182000,182000
031988,214 20125 55A AVE,220000,214000,200000,180000,179000
031989,301 20125 55A AVE,176000,172000,159000,141000,141000
031990,302 20125 55A AVE,173000,170000,161000,140000,140000
031991,303 20125 55A AVE,178000,173000,160000,142000,142000
031992,304 20125 55A AVE,136000,134000,127000,109000,109000
031993,305 20125 55A AVE,136000,135000,128000,110000,109000
031994,306 20125 55A AVE,137000,135000,128000,110000,110000
031995,307 20125 55A AVE,195000,189000,173000,156000,156000
031996,308 20125 55A AVE,188000,184000,173000,152000,152000
031997,309 20125 55A AVE,173000,170000,162000,141000,140000
031998,310 20125 55A AVE,178000,173000,160000,143000,142000
031999,311 20125 55A AVE,179000,175000,162000,144000,144000
032000,312 20125 55A AVE,136000,135000,128000,110000,110000
032001,313 20125 55A AVE,227000,219000,200000,183000,182000
032002,314 20125 55A AVE,221000,215000,204000,180000,179000
 ,20125 55A AVE,0,0,0,0,0
030150,101 20145 55A AVE,203000,205000,193000,173000,173000
030151,102 20145 55A AVE,227000,232000,217000,198000,198000
030152,103 20145 55A AVE,227000,232000,217000,198000,198000
030153,104 20145 55A AVE,210000,212000,200000,180000,180000
030154,105 20145 55A AVE,153000,156000,146000,130000,130000
030155,106 20145 55A AVE,115000,117000,116000,103000,104000
030156,107 20145 55A AVE,143000,145000,137000,121000,120000
030157,108 20145 55A AVE,195000,199000,190000,167000,167000
030158,110 20145 55A AVE,176000,185000,174000,158000,158000
030159,111 20145 55A AVE,144000,147000,138000,122000,122000
030160,112 20145 55A AVE,186000,197000,185000,169000,169000
030161,113 20145 55A AVE,185000,189000,177000,159000,159000
030162,114 20145 55A AVE,203000,205000,193000,173000,173000
030163,201 20145 55A AVE,168000,177000,169000,156000,157000
030164,202 20145 55A AVE,189000,200000,191000,179000,180000
030165,203 20145 55A AVE,228000,232000,215000,198000,198000
030166,204 20145 55A AVE,211000,212000,197000,180000,180000
030167,205 20145 55A AVE,149000,151000,141000,126000,125000
030168,206 20145 55A AVE,143000,146000,136000,121000,120000
030169,207 20145 55A AVE,143000,146000,136000,121000,120000
030170,208 20145 55A AVE,197000,198000,184000,167000,167000
030171,209 20145 55A AVE,165000,161000,151000,133000,132000
030172,210 20145 55A AVE,186000,189000,175000,159000,159000
030173,211 20145 55A AVE,143000,146000,136000,121000,120000
030174,212 20145 55A AVE,207000,209000,194000,177000,176000
030175,213 20145 55A AVE,186000,189000,175000,159000,159000
030176,214 20145 55A AVE,203000,205000,190000,173000,173000
030177,301 20145 55A AVE,204000,205000,189000,173000,173000
030178,302 20145 55A AVE,229000,232000,212000,198000,198000
030179,303 20145 55A AVE,228000,233000,217000,198000,198000
030180,304 20145 55A AVE,211000,212000,196000,180000,180000
030181,305 20145 55A AVE,149000,151000,139000,126000,125000
030182,306 20145 55A AVE,143000,145000,134000,121000,120000
030183,307 20145 55A AVE,143000,145000,134000,121000,120000
030184,308 20145 55A AVE,161000,162000,157000,143000,145000
030185,309 20145 55A AVE,157000,159000,147000,133000,132000
030186,310 20145 55A AVE,185000,190000,177000,159000,159000
030187,311 20145 55A AVE,143000,145000,146000,121000,120000
030188,312 20145 55A AVE,207000,209000,192000,177000,176000
030189,313 20145 55A AVE,186000,189000,174000,159000,159000
030190,314 20145 55A AVE,204000,205000,189000,173000,173000
 ,20145 55A AVE,204000,205000,189000,173000,173000
120411,1 19668 56 AVE,257000,236000,213000,157000,130000
120412,2 19668 56 AVE,256000,235000,214000,157000,131000
120392,1 19690 56 AVE,122000,125000,161000,107000,108000
120393,2 19690 56 AVE,123000,123000,165000,108000,109000
120394,3 19690 56 AVE,122000,126000,159000,107000,108000
120395,4 19690 56 AVE,120000,119000,159000,103000,104000
120396,5 19690 56 AVE,120000,118000,163000,104000,105000
120331,101 19700 56 AVE,144000,142000,149000,116000,115000
120332,102 19700 56 AVE,143000,139000,145000,113000,112000
120333,103 19700 56 AVE,143000,139000,145000,113000,112000
120334,104 19700 56 AVE,143000,139000,145000,113000,112000
120335,105 19700 56 AVE,143000,139000,145000,113000,112000
120336,106 19700 56 AVE,143000,139000,145000,113000,112000
120337,107 19700 56 AVE,143000,139000,145000,113000,112000
120338,108 19700 56 AVE,144000,142000,144000,116000,115000
120346,109 19700 56 AVE,144000,142000,149000,116000,115000
120345,110 19700 56 AVE,143000,139000,145000,113000,112000
120344,111 19700 56 AVE,143000,139000,145000,113000,112000
120343,112 19700 56 AVE,143000,139000,145000,113000,112000
120342,113 19700 56 AVE,143000,139000,145000,113000,112000
120341,114 19700 56 AVE,143000,139000,145000,113000,112000
120340,115 19700 56 AVE,143000,139000,145000,113000,112000
120339,116 19700 56 AVE,144000,142000,149000,116000,115000
051192,101 19705 56 AVE,110000,110000,84000,84900,85800
051194,103 19705 56 AVE,110000,110000,84000,84900,85800
051195,104 19705 56 AVE,110000,110000,84000,84900,85800
051196,105 19705 56 AVE,109000,109000,84000,84900,85800
051197,106 19705 56 AVE,110000,110000,84000,84900,85800
051198,107 19705 56 AVE,110000,110000,84000,84900,85800
051199,108 19705 56 AVE,110000,110000,84000,84900,85800
051201,201 19705 56 AVE,96200,98400,80800,67700,68200
051202,202 19705 56 AVE,97300,100000,82100,67700,68200
051203,203 19705 56 AVE,97300,100000,82100,67700,68200
051204,204 19705 56 AVE,96200,98400,80800,67700,68200
051205,205 19705 56 AVE,99000,98000,78100,67700,68200
051193,205 19705 56 AVE,110000,110000,84000,84900,85800
051206,206 19705 56 AVE,100000,100000,79700,67700,68200
051207,207 19705 56 AVE,73300,73400,72500,61600,62200
051208,208 19705 56 AVE,99000,98000,78100,67700,68200
126010,101 19730 56 AVE,166000,19500,92700,75600,140000
126009,102 19730 56 AVE,211000,23600,105000,92900,172000
126008,103 19730 56 AVE,211000,23600,105000,92800,172000
126007,104 19730 56 AVE,166000,19500,92800,75700,140000
126006,106 19730 56 AVE,138000,31000,75200,54700,103000
126005,107 19730 56 AVE,166000,19500,92800,75700,140000
126004,108 19730 56 AVE,145000,27600,78900,58700,111000
126003,109 19730 56 AVE,149000,25000,82000,61800,117000
126002,110 19730 56 AVE,145000,27600,78900,58700,111000
126001,111 19730 56 AVE,166000,19500,92800,75800,140000
126021,201 19730 56 AVE,169000,20500,94400,78300,144000
126020,202 19730 56 AVE,215000,25800,106000,94600,175000
126019,203 19730 56 AVE,215000,25800,106000,94600,175000
126018,204 19730 56 AVE,169000,20500,94400,78300,144000
126017,205 19730 56 AVE,141000,32500,76400,56600,106000
126016,206 19730 56 AVE,141000,32500,76400,56600,106000
126015,207 19730 56 AVE,169000,20500,94400,78300,144000
126014,208 19730 56 AVE,147000,29000,79900,60200,113000
126013,209 19730 56 AVE,152000,26500,16900,63400,119000
126012,210 19730 56 AVE,147000,29000,79900,60200,113000
126011,211 19730 56 AVE,169000,20500,94300,77900,144000
126023,212 19730 56 AVE,141000,32500,76400,56600,106000
126022,214 19730 56 AVE,0,0,0,0,0
126034,301 19730 56 AVE,172000,22800,94400,78300,144000
126033,302 19730 56 AVE,191000,2900,106000,94600,175000
126032,303 19730 56 AVE,191000,2900,106000,94600,175000
126031,304 19730 56 AVE,172000,22800,94400,78300,144000
126030,305 19730 56 AVE,142000,34500,76400,56600,106000
126029,306 19730 56 AVE,142000,34500,76400,56600,106000
126028,307 19730 56 AVE,172000,22800,94400,78300,144000
126027,308 19730 56 AVE,148000,31000,80000,60200,113000
126026,309 19730 56 AVE,153000,28700,82800,63400,119000
126025,310 19730 56 AVE,148000,31000,80000,60200,113000
126024,311 19730 56 AVE,169000,20500,94400,78300,144000
126036,312 19730 56 AVE,0,0,0,0,0
126035,314 19730 56 AVE,142000,34500,76400,56600,106000
126047,401 19730 56 AVE,173000,25200,94300,78300,144000
126046,402 19730 56 AVE,193000,5500,106000,94600,175000
126045,403 19730 56 AVE,0,0,0,0,0
126044,404 19730 56 AVE,173000,25200,94300,78300,144000
126043,405 19730 56 AVE,144000,36500,76200,56600,106000
126042,406 19730 56 AVE,0,0,0,0,0
126041,407 19730 56 AVE,173000,25200,94300,78300,144000
126040,408 19730 56 AVE,0,0,0,0,0
126039,409 19730 56 AVE,155000,30800,82700,63400,119000
126038,410 19730 56 AVE,150000,33100,79800,60200,113000
126037,411 19730 56 AVE,173000,25200,94300,78300,144000
126049,412 19730 56 AVE,144000,36500,76200,56600,106000
126048,414 19730 56 AVE,144000,36500,76200,56600,106000
 ,19730 56 AVE,144000,36500,76200,56600,106000
124134,101 19774 56 AVE,147000,150000,145000,128000,127000
124135,102 19774 56 AVE,212000,218000,209000,189000,187000
124136,103 19774 56 AVE,212000,218000,209000,189000,187000
124137,104 19774 56 AVE,172000,176000,168000,150000,149000
124138,105 19774 56 AVE,172000,176000,168000,150000,149000
124139,106 19774 56 AVE,206000,212000,204000,184000,183000
124140,107 19774 56 AVE,212000,218000,209000,189000,187000
124141,108 19774 56 AVE,147000,150000,145000,128000,127000
124142,109 19774 56 AVE,126000,128000,124000,108000,108000
124143,110 19774 56 AVE,212000,218000,209000,189000,187000
124144,111 19774 56 AVE,206000,212000,204000,184000,183000
124145,112 19774 56 AVE,172000,176000,168000,150000,149000
124131,114 19774 56 AVE,172000,176000,169000,151000,150000
124132,115 19774 56 AVE,212000,218000,209000,189000,187000
124133,116 19774 56 AVE,212000,218000,209000,189000,187000
124150,201 19774 56 AVE,151000,154000,149000,133000,132000
124151,202 19774 56 AVE,216000,222000,215000,193000,192000
124152,203 19774 56 AVE,216000,222000,215000,193000,192000
124153,204 19774 56 AVE,174000,178000,172000,154000,153000
124154,205 19774 56 AVE,174000,178000,172000,154000,153000
124155,206 19774 56 AVE,211000,217000,210000,189000,188000
124156,207 19774 56 AVE,216000,222000,215000,193000,192000
124157,208 19774 56 AVE,151000,154000,149000,133000,132000
124158,209 19774 56 AVE,131000,133000,129000,114000,113000
124159,210 19774 56 AVE,216000,222000,215000,193000,192000
124160,211 19774 56 AVE,211000,217000,210000,189000,188000
124161,212 19774 56 AVE,174000,178000,172000,154000,153000
124146,214 19774 56 AVE,178000,183000,176000,160000,159000
124147,215 19774 56 AVE,216000,222000,215000,193000,192000
124148,216 19774 56 AVE,216000,222000,215000,193000,192000
124149,217 19774 56 AVE,151000,154000,150000,133000,132000
124166,301 19774 56 AVE,151000,154000,146000,133000,132000
124167,302 19774 56 AVE,216000,222000,209000,193000,192000
124168,303 19774 56 AVE,216000,222000,209000,193000,192000
124169,304 19774 56 AVE,174000,178000,168000,154000,153000
124170,305 19774 56 AVE,174000,178000,168000,154000,153000
124171,306 19774 56 AVE,211000,217000,204000,189000,188000
124172,307 19774 56 AVE,216000,222000,209000,193000,192000
124173,308 19774 56 AVE,146000,149000,141000,128000,128000
124174,309 19774 56 AVE,131000,133000,127000,114000,113000
124175,310 19774 56 AVE,216000,222000,209000,193000,192000
124176,311 19774 56 AVE,211000,217000,204000,189000,188000
124177,312 19774 56 AVE,174000,178000,168000,154000,153000
124162,314 19774 56 AVE,179000,183000,171000,160000,159000
124163,315 19774 56 AVE,216000,222000,209000,193000,192000
124164,316 19774 56 AVE,216000,222000,209000,193000,192000
124165,317 19774 56 AVE,151000,154000,146000,133000,132000
 ,19774 56 AVE,151000,154000,146000,133000,132000
127001,101 19830 56 AVE,195000,216000,202000,164000,163000
127002,102 19830 56 AVE,183000,201000,185000,153000,152000
127003,103 19830 56 AVE,168000,184000,169000,139000,138000
127004,104 19830 56 AVE,172000,188000,174000,143000,142000
127005,105 19830 56 AVE,175000,191000,177000,146000,145000
127006,106 19830 56 AVE,251000,280000,254000,216000,215000
127007,107 19830 56 AVE,230000,255000,233000,197000,195000
127008,108 19830 56 AVE,191000,210000,193000,160000,159000
127009,109 19830 56 AVE,210000,232000,213000,179000,178000
127010,110 19830 56 AVE,208000,229000,208000,175000,173000
127011,111 19830 56 AVE,188000,207000,190000,157000,156000
127012,112 19830 56 AVE,239000,266000,242000,205000,204000
127013,113 19830 56 AVE,216000,238000,216000,183000,182000
127014,114 19830 56 AVE,223000,247000,226000,191000,189000
127015,201 19830 56 AVE,195000,216000,200000,164000,163000
127016,202 19830 56 AVE,183000,201000,184000,153000,152000
